anio,hoja_excel,territorio_original,territorio_homologado_fino,territorio_homologado_agregado,nivel_territorial,territorio_padre,regla_territorio,actividad_original,actividad_homologada_fina,actividad_homologada_agregada,regla_actividad,huelgas,trabajadores_comprendidos,horas_hombre_perdidas,total_territorio_huelgas,total_territorio_trabajadores,total_territorio_horas,nota_fuente
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,,13.0,728.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,0.0,0.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,6.0,1044.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CAJAMARCA,cajamarca,cajamarca,regional,cajamarca,CAJAMARCA -> region homologada cajamarca en cuadro cruzado antiguo,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,0.0,19.0,1772.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,,,3112.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,,32826.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CALLAO,callao,callao,regional,callao,CALLAO -> region homologada callao en cuadro cruzado antiguo,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,,0.0,0.0,,35938.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,440.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,,88.0,10440.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,,395.0,3160.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,160.0,11092.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,CUSCO,cusco,cusco,regional,cusco,CUSCO -> region homologada cusco en cuadro cruzado antiguo,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,0.0,643.0,25132.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,6.0,1044.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,QUILLABAMBA,quillabamba,quillabamba,zona,,QUILLABAMBA -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,0.0,6.0,1044.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,7.0,104.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,SICUANI,sicuani,sicuani,zona,,SICUANI -> zona en cuadro cruzado antiguo; sin region_padre inferida automaticamente,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,0.0,7.0,104.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,1.0,620.0,19840.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,ENSEÑANZA,ensenanza,ensenanza,ensenanza -> ensenanza,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,SERVICIOS SOCIALES Y DE SALUD,salud_social,salud_social,servicios sociales y de salud -> salud_social,,7.0,1218.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUANCAVELICA,huancavelica,huancavelica,regional,huancavelica,HUANCAVELICA -> region homologada huancavelica en cuadro cruzado antiguo,"OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES",otros_servicios,otros_servicios,otras actividades de servicios -> otros_servicios,0.0,0.0,0.0,1.0,627.0,21058.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,"ACTIVIDAD ECONÓMICA AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",agricultura,agricultura,agricultura -> agricultura,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,EXPLOTACIÓN DE MINAS Y CANTERAS,mineria,mineria,minas y canteras -> mineria,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,INDUSTRIAS MANUFACTURERAS,manufactura,manufactura,manufacturas -> manufactura,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,"SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA",electricidad_agua,electricidad_agua,electricidad/gas/agua -> electricidad_agua,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,CONSTRUCCIÓN,construccion,construccion,construccion -> construccion,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,COMERCIO AL POR MAYOR Y AL POR MENOR,comercio,comercio,comercio/hoteles -> comercio,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES",transporte,transporte,transporte/comunicaciones -> transporte,,15.0,1880.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,INTERMEDIACIÓN FINANCIERA,financiero,financiero,intermediacion financiera/AFP -> financiero,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER",inmobiliario,inmobiliario,actividades inmobiliarias/alquiler -> inmobiliario,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
2012,C-11,HUÁNUCO,huanuco,huanuco,regional,huanuco,HUÁNUCO -> region homologada huanuco en cuadro cruzado antiguo,ADMINISTRACIÓN PÚBLICA Y DEFENSA,adm_publica,adm_publica,administracion publica -> adm_publica,0.0,0.0,0.0,0.0,35.0,5360.0,Cuadro cruzado actividad x territorio disponible en C-11.
